web-scraper-order,web-scraper-start-url,title_link,title_link-href,pagintion,pagintion-href,date,add,add-href,title_text
"1543753613-372","https://timesofindia.indiatimes.com/topic/HIV/news","Case that changed HIV treatment forever
14 May 2017From being handcuffed and left to rot in an abandoned tuberculosis sanatorium to challenging the Goa Public Health Amendment Act, which called for mandatory isolation of HIV-positive persons, Dominic’s legal, medical and emotional journey irrevocably changed not only his own life but became a rallying cry in the struggle for equal rights to treatment and care for those with HIV in the country.","https://timesofindia.indiatimes.com/city/mumbai/case-that-changed-hiv-treatment-forever/articleshow/58664399.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","City dumps 2,100mn litres of human waste in sea daily"
"1543756303-1850","https://timesofindia.indiatimes.com/topic/HIV/news","Why Narasinghpur sees most accident deaths every year
03 Sep 2018","https://timesofindia.indiatimes.com/city/gurgaon/why-narasinghpur-sees-most-accident-deaths-every-year/articleshow/65663167.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","Why Narasinghpur sees most accident deaths every year"
"1543755051-1194","https://timesofindia.indiatimes.com/topic/HIV/news","In-laws booked for harassing HIV+ widow
15 Mar 2018A 24-year-old widow from Kopargaon has lodged a police complaint against her in-laws for allegedly torturing her physically and mentally and cheating her to get their HIV positive son married to her three years ago.","https://timesofindia.indiatimes.com/city/nashik/in-laws-booked-for-harassing-hiv-widow/articleshow/63311731.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","3 lifts at regional referral hospital remain non-functional"
"1543754981-1174","https://timesofindia.indiatimes.com/topic/HIV/news","Only 9% of ART patients gain from govt mediclaim scheme
29 Apr 2017","https://timesofindia.indiatimes.com/city/goa/only-9-of-art-patients-gain-from-govt-mediclaim-scheme/articleshow/58425183.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","Vasco locals are silent, says MPT"
"1543753936-548","https://timesofindia.indiatimes.com/topic/HIV/news","459 HIV patients, 10 deaths but no therapy centre in city
01 Dec 2017While the number of HIV-infected patients in Gautam Budh Nagar has reached 459 in 2017 and as many as 10 deaths from AIDS reported in the past five years, the district still lacks an antiretroviral therapy (ART) centre.","https://timesofindia.indiatimes.com/city/noida/459-hiv-patients-10-deaths-but-no-therapy-centre-in-city/articleshow/61886763.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","It’s a saffron sweep in trans-Hindon towns"
"1543756665-1910","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753980-592","https://timesofindia.indiatimes.com/topic/HIV/news","HIV on the decline, syphilis cases up
04 Aug 2017","https://timesofindia.indiatimes.com/city/chennai/hiv-on-the-decline-syphilis-cases-up/articleshow/59910371.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756423-1869","https://timesofindia.indiatimes.com/topic/HIV/news","Homosexuality is a genetic disorder: Subramanian Swamy
06 Sep 2018","https://timesofindia.indiatimes.com/india/homosexuality-is-a-genetic-disorder-subramanian-swamy/articleshow/65707670.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755410-1419","https://timesofindia.indiatimes.com/topic/HIV/news","Medical centre to lose licence for wrongly declaring man HIV positive
07 Dec 2017","https://timesofindia.indiatimes.com/city/delhi/medical-centre-to-lose-licence-for-wrongly-declaring-man-hiv/articleshow/61971355.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","","","Medical centre to lose licence for wrongly declaring man HIV positive"
"1543754446-847","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755696-1789","https://timesofindia.indiatimes.com/topic/HIV/news","An HIV-positive dream hits house hurdle in Kolkata
04 Mar 2018","https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753613-373","https://timesofindia.indiatimes.com/topic/HIV/news","Case that changed HIV treatment forever
14 May 2017From being handcuffed and left to rot in an abandoned tuberculosis sanatorium to challenging the Goa Public Health Amendment Act, which called for mandatory isolation of HIV-positive persons, Dominic’s legal, medical and emotional journey irrevocably changed not only his own life but became a rallying cry in the struggle for equal rights to treatment and care for those with HIV in the country.","https://timesofindia.indiatimes.com/city/mumbai/case-that-changed-hiv-treatment-forever/articleshow/58664399.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Teenager bludgeoned to death by cricket bat in Mumbai"
"1543756665-1934","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754828-1029","https://timesofindia.indiatimes.com/topic/HIV/news","Unnao’s ‘HIV-peddling’ quack arrested
08 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/unnaos-hiv-peddling-quack-arrested/articleshow/62825227.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Noida shooting not an encounter: UP DGP"
"1543753613-361","https://timesofindia.indiatimes.com/topic/HIV/news","Case that changed HIV treatment forever
14 May 2017From being handcuffed and left to rot in an abandoned tuberculosis sanatorium to challenging the Goa Public Health Amendment Act, which called for mandatory isolation of HIV-positive persons, Dominic’s legal, medical and emotional journey irrevocably changed not only his own life but became a rallying cry in the struggle for equal rights to treatment and care for those with HIV in the country.","https://timesofindia.indiatimes.com/city/mumbai/case-that-changed-hiv-treatment-forever/articleshow/58664399.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754343-768","https://timesofindia.indiatimes.com/topic/HIV/news","21 Haridwar jail inmates found to be HIV positive
25 Dec 2017A recent survey conducted by the Uttarakhand State AIDS Control Society found 21 jail inmates of Haridwar district jail to be HIV positive. The Haridwar jail houses 1,175 prisoners, including 60 women, and samples were collected from all of them, including 450 undertrials, in July 2017","https://timesofindia.indiatimes.com/city/dehradun/21-haridwar-jail-inmates-found-to-be-hiv-positive/articleshow/62234008.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","'Corbett Village' celebrates 102 years of existence"
"1543755327-1318","https://timesofindia.indiatimes.com/topic/HIV/news","Experimental vaccine may protect against HIV
29 Oct 2017Researchers designed a vaccine candidate using an HIV protein fragment linked to a sugar group. When injected into rabbits, the vaccine candidate stimulated antibody responses against the sugar shield in four different HIV strains.","https://timesofindia.indiatimes.com/home/science/experimental-vaccine-may-protect-against-hiv/articleshow/61318704.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755560-1669","https://timesofindia.indiatimes.com/topic/HIV/news","In this UP government shelter home, 12 women died of illness in a year
08 Aug 2018Not just sexual assault, poor and homeless women lodged in UP shelter homes have to also endure unhealthy living conditions. The shelter home in Bareilly, which has a capacity to house 125 inmates, is home to 205 women. In the past year, 12 of them have succumbed to illness. Officials said that due to lack of adequate infrastructure and staff, it is a challenge to run the facility properly.","https://timesofindia.indiatimes.com/city/bareilly/in-this-up-government-shelter-home-12-women-died-of-illness-in-a-year/articleshow/65327048.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","Kanwariya, 25, run over by tractor"
"1543754203-714","https://timesofindia.indiatimes.com/topic/HIV/news","‘HIV infection leads to many brain infections’
03 Dec 2017","https://timesofindia.indiatimes.com/city/nagpur/hiv-infection-leads-to-many-brain-infections/articleshow/61895295.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","‘HIV infection leads to many brain infections’"
"1543755507-1615","https://timesofindia.indiatimes.com/topic/HIV/news","Anti-Trafficking Bill receives mixed response from voluntary organisations, civil society & activists
27 Jul 2018","https://timesofindia.indiatimes.com/india/anti-trafficking-bill-receives-mixed-response-from-voluntary-organisations-civil-society-activists/articleshow/65158566.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","PM Modi meets Russian President Putin"
"1543754165-662","https://timesofindia.indiatimes.com/topic/HIV/news","This rehab centre is home to HIV positive women
30 Nov 2017","https://timesofindia.indiatimes.com/city/nashik/this-rehab-centre-is-home-to-hiv-positive-women/articleshow/61871133.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","DSLA appeals to citizens for Lok Adalat participation"
"1543754418-811","https://timesofindia.indiatimes.com/topic/HIV/news","Naco mandates viral load test for HIV patients, says it will check mortality
06 Feb 2018","https://timesofindia.indiatimes.com/city/bengaluru/naco-mandates-viral-load-test-for-hiv-patients-says-it-will-check-mortality/articleshow/62795969.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Man posing as buyer takes car for a spin, doesn’t return"
"1543754844-1051","https://timesofindia.indiatimes.com/topic/HIV/news","No toilets, people with HIV stopped from open defecation
12 Feb 2018Stigma continues to haunt the people in Bangarmau town of Unnao which is under the spotlight after detection of about 58 people carrying HIV.","https://timesofindia.indiatimes.com/city/lucknow/no-toilets-people-with-hiv-stopped-from-open-defecation/articleshow/62879691.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754807-995","https://timesofindia.indiatimes.com/topic/HIV/news","Gujarat gets $2m project for HIV prevention and care
18 May 2018","https://timesofindia.indiatimes.com/city/ahmedabad/state-gets-2m-project-for-hiv-prevention-and-care/articleshow/64212783.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Gujarat gets $2m project for HIV prevention and care"
"1543755489-1583","https://timesofindia.indiatimes.com/topic/HIV/news","HIV wanes in Maha but rages in high-risk groups
07 Jan 2018","https://timesofindia.indiatimes.com/city/mumbai/hiv-wanes-in-maha-but-rages-in-high-risk-groups/articleshow/62407647.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","Builder, wife, 3 partners booked for cheating consultant of Rs 3 crore"
"1543755382-1390","https://timesofindia.indiatimes.com/topic/HIV/news","Quota to be sought for sickle cell patients
20 Jun 2018","https://timesofindia.indiatimes.com/city/nagpur/quota-to-be-sought-for-sickle-cell-patients/articleshow/64654899.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","NMC, Power Grid to set up floating solar panels in Gorewada lake"
"1543755531-1640","https://timesofindia.indiatimes.com/topic/HIV/news","At Sion hospital, ‘palatable’ oral pellets for HIV+ kids
12 Jul 2018","https://timesofindia.indiatimes.com/city/mumbai/at-sion-hosp-palatable-oral-pellets-for-hiv-kids/articleshow/64967800.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","At Sion hospital, ‘palatable’ oral pellets for HIV+ kids"
"1543755339-1338","https://timesofindia.indiatimes.com/topic/HIV/news","ART data shows drop in HIV+ cases across district
08 Aug 2018","https://timesofindia.indiatimes.com/city/nashik/art-data-shows-drop-in-hiv-cases-across-district/articleshow/65329214.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","North Maharashtra likely to receive heavy rainfall in next 48 hours: IMD"
"1543756846-1965","https://timesofindia.indiatimes.com/topic/HIV/news","Aadhaar helps identify road accident victim
09 Sep 2018It was an aadhaar card which helped residents to identify an accident victim who was crushed by a speeding car in the BRT corridor near Cadila Bridge in Isanpur on Sunday. The vehicle sped away after the accident with no one noticing the registration number. Harsha Purohit (48) was returning back home in the evening when she was hit by the car.","https://timesofindia.indiatimes.com/city/ahmedabad/aadhaar-helps-identify-road-accident-victim/articleshow/65746838.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543757911-2047","https://timesofindia.indiatimes.com/topic/HIV/news","State joins forces with private players to eliminate TB
29 Sep 2018Around 2000 TB cases are detected each year in Goa, the state tuberculosis officer and chief medical officer of the revised national tuberculosis control programme, Dr Maximiano De Sa said on Friday.","https://timesofindia.indiatimes.com/city/goa/private-sectors-help-to-eliminate-tb-required/articleshow/66000661.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","State joins forces with private players to eliminate TB"
"1543753989-606","https://timesofindia.indiatimes.com/topic/HIV/news","NHRC notice to UP government over spread of HIV among prisoners in the jails
07 Mar 2018The National Human Rights Commission (NHRC) has taken suo motu cognizance of a media report that twenty-four prisoners have tested positive for HIV in the last four months at Gorakhpur District Jail in Uttar Pradesh. They include 21 undertrials and three convicts, including a woman.","https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-government-over-spread-of-hiv-among-prisoners-in-the-jails/articleshow/63204932.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","Widows of Vrindavan ashram are all set to become entrepreneurs"
"1543755761-1805","https://timesofindia.indiatimes.com/topic/HIV/news","Alarm: Biomed stockpile disposed with civic waste in Hyderabad
27 Aug 2018","https://timesofindia.indiatimes.com/city/hyderabad/alarm-biomed-stockpile-disposed-with-civic-waste-in-hyderabad/articleshow/65557258.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Alarm: Biomed stockpile disposed with civic waste in Hyderabad"
"1543753723-476","https://timesofindia.indiatimes.com/topic/HIV/news","When positives attract
11 Nov 2017","https://timesofindia.indiatimes.com/city/chennai/when-positives-attract/articleshow/61610157.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Gallery by the sea"
"1543754861-1085","https://timesofindia.indiatimes.com/topic/HIV/news","18 preliminary HIV+ cases identified at 'gram samvedana'
18 Feb 2018DAPCU programme officer Deepa Shipurkar said that as many as 12,000 screenings have been conducted in the last 11 days in the rural and remote areas of the district.","https://timesofindia.indiatimes.com/city/kolhapur/18-preliminary-hiv-cases-identified-at-gram-samvedana/articleshow/62969237.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Land for Bhakt Niwas, parking to be cleared soon"
"1543756122-1829","https://timesofindia.indiatimes.com/topic/HIV/news","Don't believe I have 'made it', said Mathhew McConaughey
02 Sep 2018Mathhew McConaughey said he does not believe he has 'made it' in Hollywood.","https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/dont-believe-i-have-made-it-said-mathhew-mcconaughey/articleshow/65644352.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","Prince Harry can sing!"
"1543753973-587","https://timesofindia.indiatimes.com/topic/HIV/news","Women’s panel shifts HIV positive woman, infant to Gandhi Bhavan
06 Dec 2017An HIV positive woman, who delivered a baby at SAT hospital last week, was shifted to Gandhi Bhavan in Pathanapuram on Tuesday with the support of the hospital and women’s commission.","https://timesofindia.indiatimes.com/city/thiruvananthapuram/womens-panel-shifts-hiv-positive-woman-infant-to-gandhi-bhavan/articleshow/61940970.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","CPI slams minister over lapses in rescue operation"
"1543754180-678","https://timesofindia.indiatimes.com/topic/HIV/news","HIV directly impacts brain in early stages: Study
01 Dec 2017Human immunodeficiency virus (HIV) directly impacts the brain in the early stages of the infection, according to a study. It has long been known that many people with HIV also experience negative cognitive symptoms, such as depression and forgetfulness, researchers said.","https://timesofindia.indiatimes.com/home/science/hiv-directly-impacts-brain-in-early-stages-study/articleshow/61880866.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","'Hot Jupiter' has smothering stratosphere sans water"
"1543754446-853","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756303-1849","https://timesofindia.indiatimes.com/topic/HIV/news","Why Narasinghpur sees most accident deaths every year
03 Sep 2018","https://timesofindia.indiatimes.com/city/gurgaon/why-narasinghpur-sees-most-accident-deaths-every-year/articleshow/65663167.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756544-1901","https://timesofindia.indiatimes.com/topic/HIV/news","UN chief welcomes SC decision to decriminalise gay sex
06 Sep 2018","https://timesofindia.indiatimes.com/india/un-chief-welcomes-sc-decision-to-decriminalise-gay-sex/articleshow/65710487.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","FIR lodged on court order for 'promoting' conversion to Christianity: Cops"
"1543756423-1876","https://timesofindia.indiatimes.com/topic/HIV/news","Homosexuality is a genetic disorder: Subramanian Swamy
06 Sep 2018","https://timesofindia.indiatimes.com/india/homosexuality-is-a-genetic-disorder-subramanian-swamy/articleshow/65707670.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754958-1118","https://timesofindia.indiatimes.com/topic/HIV/news","School life gets a little easier for HIV students
07 Aug 2017State board students up to Class X, who stay with HIV-positive parents or carry the virus themselves, will now be classified as “belonging to (a) disadvantaged group”, which will make them eligible for all facilities that students belonging to Scheduled Castes or Tribes get under the Right to Education Act.","https://timesofindia.indiatimes.com/city/kolkata/school-life-gets-a-little-easier-for-hiv-students/articleshow/59962525.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","You've got a friend in me: Police befriend pet dog after arresting its master"
"1543754199-712","https://timesofindia.indiatimes.com/topic/HIV/news","‘Denied treatment’, HIV+ man goes on hunger strike
06 Dec 2017","https://timesofindia.indiatimes.com/city/ludhiana/denied-treatment-hiv-man-goes-on-hunger-strike/articleshow/61940655.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","150 units of blood collected at camp organised by Lions Club"
"1543754157-659","https://timesofindia.indiatimes.com/topic/HIV/news","HIV stigma keeps off students from aganwadi
29 Nov 2017","https://timesofindia.indiatimes.com/city/thiruvananthapuram/hiv-stigma-keeps-off-students-from-aganwadi/articleshow/61843795.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","46,172 kids yet to be vaccinated under MR campaign in Thiruvananthapuram"
"1543754621-918","https://timesofindia.indiatimes.com/topic/HIV/news","HIV-hit people of Unnao now seek change in village name
14 Feb 2018Bangarmau (Unnao) Linking their village name with HIV/AIDS after detection of many cases has upset people of Prem Ganj who have now demanded a name change to avoid social stigma.","https://timesofindia.indiatimes.com/city/lucknow/hiv-hit-people-of-unnao-now-seek-change-in-village-name/articleshow/62909759.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","HIV-hit people of Unnao now seek change in village name"
"1543754882-1088","https://timesofindia.indiatimes.com/topic/HIV/news","HIV-positive cases on the rise in Assam
29 Nov 2017","https://timesofindia.indiatimes.com/city/guwahati/hiv-positive-cases-on-the-rise-in-assam/articleshow/61844622.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Amchang eviction on in the face of strong resistance"
"1543753613-354","https://timesofindia.indiatimes.com/topic/HIV/news","Case that changed HIV treatment forever
14 May 2017From being handcuffed and left to rot in an abandoned tuberculosis sanatorium to challenging the Goa Public Health Amendment Act, which called for mandatory isolation of HIV-positive persons, Dominic’s legal, medical and emotional journey irrevocably changed not only his own life but became a rallying cry in the struggle for equal rights to treatment and care for those with HIV in the country.","https://timesofindia.indiatimes.com/city/mumbai/case-that-changed-hiv-treatment-forever/articleshow/58664399.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754446-852","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753679-435","https://timesofindia.indiatimes.com/topic/HIV/news","Depression drives Ludhiana couple to commit suicide
22 Oct 2017An elderly couple of Rajguru Nagar allegedly committed suicide after consuming posion in their house on Saturday.","https://timesofindia.indiatimes.com/city/ludhiana/depression-drives-ludhiana-couple-to-commit-suicide/articleshow/61168471.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","35-yr-old NRI found dead, family suspects murder by FB friend"
"1543755374-1385","https://timesofindia.indiatimes.com/topic/HIV/news","Charlie Sheen hits back at ex over non-disclosure agreement
18 Jun 2018Actor Charlie Sheen has blasted a former girlfriend who accused him of forcing her to sign a non-disclosure agreement (NDA) after telling her he was HIV-positive, insisting she was desperate to hang out with him.","https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/sheen-hits-back-at-ex-over-non-disclosure-agreement/articleshow/64631553.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","Darren Aronofsky claims his 'Batman' movie would have been grittier"
"1543753958-565","https://timesofindia.indiatimes.com/topic/HIV/news","HIV-positive children in Goa finally get protection under RTE
29 Nov 2017","https://timesofindia.indiatimes.com/city/goa/hiv-positive-children-in-goa-finally-get-protection-under-rte/articleshow/61841480.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","HIV-positive children in Goa finally get protection under RTE"
"1543758166-2056","https://timesofindia.indiatimes.com/topic/HIV/news","Mystery cases of children testing HIV+ in Tamil Nadu rise
23 Apr 2018","https://timesofindia.indiatimes.com/city/chennai/spike-in-mysterious-hivve-cases-among-tamil-nadu-kids-sparks-abuse-fear/articleshow/63874127.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","Mystery cases of children testing HIV+ in Tamil Nadu rise"
"1543754761-979","https://timesofindia.indiatimes.com/topic/HIV/news","​Not horoscope, HIV report to fix matches in Unnao villages
26 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/not-horoscope-hiv-report-to-fix-matches-in-unnao-villages/articleshow/63075100.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","​Not horoscope, HIV report to fix matches in Unnao villages"
"1543753946-554","https://timesofindia.indiatimes.com/topic/HIV/news","Fight stigma against people with HIV: CM Pinarayi Vijayan
02 Dec 2017Chief minister Pinarayi Vijayan has urged everyone to join the global conversation to raise awareness about HIV.""HIV is one of the most destructive pandemics in the history of humanity.","https://timesofindia.indiatimes.com/city/thiruvananthapuram/fight-stigma-against-people-with-hiv-cm-pinarayi-vijayan/articleshow/61890480.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Private colleges behind KTU year-out row: VC"
"1543754964-1133","https://timesofindia.indiatimes.com/topic/HIV/news","23 inmates in Gorakhpur jail found HIV positive
28 Feb 2018","https://timesofindia.indiatimes.com/city/lucknow/23-prisoners-found-hiv-positive-in-gorakhpur/articleshow/63103328.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755450-1540","https://timesofindia.indiatimes.com/topic/HIV/news","Nursing home to pay Rs 30,000 damages
10 Jul 2018The West Bengal Clinical Establishment Regulatory Commission has penalized South Suburban Clinic Private Ltd for wrongly diagnosing a patient as HIV-positive after a blood test.","https://timesofindia.indiatimes.com/city/kolkata/nursing-home-to-pay-rs-30000-damages/articleshow/64928756.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754446-838","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753723-477","https://timesofindia.indiatimes.com/topic/HIV/news","When positives attract
11 Nov 2017","https://timesofindia.indiatimes.com/city/chennai/when-positives-attract/articleshow/61610157.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","IT raids on premises linked to Sasikala continue for 3rd day"
"1543754446-839","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753664-427","https://timesofindia.indiatimes.com/topic/HIV/news","Girl contracts HIV after transfusion, probe ordered
16 Sep 2017","https://timesofindia.indiatimes.com/city/thiruvananthapuram/girl-contracts-hiv-after-transfusion-probe-ordered/articleshow/60706554.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Saintgits springs a powerful surprise at Ingenium-2017"
"1543757523-2024","https://timesofindia.indiatimes.com/topic/HIV/news","HIV-affected man poisons two daughters to death, kills self
24 Sep 2018","https://timesofindia.indiatimes.com/city/erode/hiv-affected-man-poisons-2-daughters-to-death-kills-self/articleshow/65927284.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754568-890","https://timesofindia.indiatimes.com/topic/HIV/news","Fearing boycott, locals use fake names at counselling
13 Feb 2018The locals of Bangarmau have started faking their identity at Integrated Counselling and Testing Centre (ICTC) fearing that if tested positive for HIV, either their employers would fire them or they would face ostracism by the villagers.","https://timesofindia.indiatimes.com/city/kanpur/fearing-boycott-locals-use-fake-names-at-counselling/articleshow/62895395.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Three die in Agra e-way accident"
